state,energy,residual,overlap_analytic,energy_analytic,norm,dipole,nodes_re,nodes_im
0,1.000001848799e+00,8.166262757292e-04,9.999999991341e-01,1.000000000000e+00,1.000000000000e+00,1.706967900361e-15,36,4
