state,energy,residual,overlap_analytic,energy_analytic,norm,dipole,nodes_re,nodes_im
0,1.999997869322e+00,6.689268805788e-04,9.999999992962e-01,2.000000000000e+00,1.000000000000e+00,3.434752482434e-16,36,4
